rank,nome,avaliacao
1794,Euchre,6.81
1795,Relic,6.76
1796,"Warriors of God: The Wars of England & France, 1135-1453",7.43
1797,Dr. Eureka,6.59
1798,Hamsterrolle,6.82
1799,Abalone,6.46
1800,Harbour,6.50
1801,Cryo,7.34
1802,Compounded,6.73
1803,Beyond Baker Street,6.84
1804,Vast: The Mysterious Manor,7.51
1805,Disney Villainous: Despicable Plots,7.61
1806,Tiny Epic Defenders (Second Edition),7.13
1807,Catan: Starfarers,7.66
1808,Castellion,6.92
1809,Um Reifenbreite,6.80
1810,Salem 1692,7.06
1811,Bob Ross: Art of Chill Game,6.80
1812,Glow,7.12
1813,Hornet Leader: Carrier Air Operations,7.88
1814,Rommel in the Desert,7.55
1815,Covert,7.10
1816,Qin,6.78
1817,Tranquility,7.04
1818,Kolejka,6.68
1819,Horus Heresy,7.05
1820,Teenage Mutant Ninja Turtles: Shadows of the Past,7.42
1821,The Hanging Gardens,6.78
1822,Spring Meadow,7.08
1823,Juicy Fruits,7.14
1824,Boss Monster 2: The Next Level,6.73
1825,Riff Raff,6.93
1826,John Company: Second Edition,8.60
1827,Conquest of the Empire,6.73
1828,Guilds of London,6.82
1829,Time's Up! Deluxe,7.49
1830,Seikatsu,7.07
1831,Catan Histories: Settlers of America – Trails to Rails,6.80
1832,Ganymede,7.21
1833,The Dresden Files Cooperative Card Game,7.04
1834,Mysthea,7.68
1835,Perikles,6.90
1836,Core Space,8.74
1837,You're Bluffing!,6.58
1838,Star Trek Panic,6.99
1839,Lotus,6.70
1840,Snake Oil,6.68
1841,Pandemic: Hot Zone – North America,7.06
1842,Pathfinder Adventure Card Game: Wrath of the Righteous – Base Set,7.46
1843,Palastgeflüster,6.78
1844,Sorcerer,7.66
1845,Ardennes '44: The Battle of the Bulge,8.02
1846,Gaslands: Post-Apocalyptic Vehicular Combat,8.09
1847,Impulse,6.82
1848,Wings of War: Watch Your Back!,6.98
1849,Tabannusi: Builders of Ur,7.47
1850,City of Horror,6.69
1851,Elasund: The First City,6.61
1852,Warfighter: The WWII Tactical Combat Card Game,7.88
1853,KeyForge: Worlds Collide,7.55
1854,World War II: Barbarossa to Berlin,7.31
1855,Pit,6.39
1856,Fighting Formations: Grossdeutschland Motorized Infantry Division,7.62
1857,City of Spies: Estoril 1942,7.04
1858,Lifeboats,6.58
1859,Stop Thief!,7.00
1860,Bios: Genesis,7.12
1861,Ticket to Ride: First Journey (U.S.),6.91
1862,Quests of Valeria,6.93
1863,Ribbit,6.78
1864,Terra,6.81
1865,The Flow of History,6.79
1866,Mafia de Cuba,6.54
1867,The Princes of Machu Picchu,6.96
1868,Blood Bowl: Second Season Edition,8.56
1869,Lignum (Second Edition),7.70
1870,High Frontier (Third Edition),8.22
1871,Dungeon Twister 2: Prison,7.28
1872,After The Virus,7.19
1873,Sail to India,6.69
1874,Voyages,7.56
1875,Flatline,7.12
1876,Iberian Gauge,7.41
1877,Risk: Europe,7.42
1878,HEXplore It: The Valley of the Dead King,7.77
1879,Axis & Allies: 1942,6.90
1880,Dominations: Road to Civilization,7.49
1881,Kepler-3042,7.32
1882,5-Minute Mystery,7.18
1883,Agents of SMERSH,6.97
1884,Stellar,7.44
1885,Belratti,7.17
1886,Wealth of Nations,6.93
1887,Heroscape Master Set:  Battle for the Underdark,7.51
1888,American Rails,7.40
1889,Meeple Land,7.35
1890,Zombie 15',6.84
1891,March of the Ants,7.20
1892,Razzia!,6.84
1893,Cube Quest,6.83
1894,XenoShyft: Dreadmire,7.24
1895,DungeonQuest,6.74
1896,Bananagrams,6.37
1897,Time of Legends: Joan of Arc,8.04
1898,Chakra,6.92
1899,Keltis,6.42
1900,Dragonwood,6.61
1901,Spades,6.77
1902,Once Upon a Time: The Storytelling Card Game,6.39
1903,D-Day Dice (Second Edition),7.52
1904,Marvel: Crisis Protocol,8.38
1905,Florenza,7.39
1906,Roll Camera!: The Filmmaking Board Game,7.70
1907,Frostgrave,8.12
1908,Jórvík,6.81
1909,Timeline Challenge,7.05
1910,Dealt!,7.07
1911,Alea Iacta Est,6.63
1912,Uprising: Curse of the Last Emperor,8.40
1913,Land vs Sea,7.32
1914,Sails of Glory,7.53
1915,Pastiche,6.82
1916,Custom Heroes,6.83
1917,Good Cop Bad Cop,6.60
1918,1870: Railroading across the Trans Mississippi from 1870,7.45
1919,Space Cadets,6.56
1920,FITS,6.57
1921,Balderdash,6.46
1922,Glüx,7.10
1923,Inkognito,6.59
1924,Akropolis,7.77
1925,The U.S. Civil War,8.28
1926,Hermagor,6.90
1927,Mall of Horror,6.63
1928,Drum Roll,6.88
1929,Castaways,6.96
1930,Chronicles of Avel,7.87
1931,Rum & Bones,6.92
1932,Victory in the Pacific,7.22
1933,Valletta,7.00
1934,Sagani,7.21
1935,Escape from Colditz,6.67
1936,We the People,7.30
1937,Inca Empire,7.02
1938,Isla Dorada,6.71
1939,Campaign Manager 2008,6.65
1940,1754: Conquest – The French and Indian War,7.77
1941,Skyjo,6.83
1942,Ragusa,6.99
1943,The Builders: Middle Ages,6.48
1944,Thunderstone Advance: Worlds Collide,7.75
1945,Dutch Blitz,6.68
1946,Subbuteo,6.98
1947,The Thing: The Boardgame,7.74
1948,DungeonQuest (Third Edition),6.63
1949,Days of Ire: Budapest 1956,7.34
1950,Hunt for the Ring,7.14
1951,Tanto Cuore,6.87
1952,Cosmic Encounter: 42nd Anniversary Edition,8.28
1953,Founders of Gloomhaven,6.66
1954,Yunnan,7.11
1955,Oltre Mare,6.64
1956,Legends of Andor: The Last Hope,7.89
1957,Timebomb,7.15
1958,First Rat,7.63
1959,Star Wars: Jabba's Palace – A Love Letter Game,7.34
1960,Bosk,6.94
1961,Monster Lands,7.23
1962,Epic Spell Wars of the Battle Wizards: Duel at Mt. Skullzfyre,6.49
1963,Last Night on Earth: Timber Peak,7.61
1964,Four Against Darkness,7.54
1965,Confusion:  Espionage and Deception in the Cold War,7.06
1966,Bottom of the 9th,6.75
1967,Wings of War: Deluxe Set,7.28
1968,Nuns on the Run,6.50
1969,Heart of Crown,7.61
1970,Tiny Epic Pirates,7.14
1971,Urban Sprawl,6.77
1972,BattleCON: Fate of Indines,7.88
1973,Last Aurora,7.39
1974,Super Dungeon Explore,6.77
1975,Trek 12: Himalaya,6.94
1976,Il Vecchio,6.91
1977,Take it Easy!,6.60
1978,Thunder & Lightning,7.19
1979,Red Outpost,6.99
1980,Legendary: Buffy The Vampire Slayer,7.56
1981,Copycat,6.72
1982,Werewolf,6.50
1983,League of Six,6.79
1984,The Adventurers: The Pyramid of Horus,6.80
1985,The Chameleon,6.61
1986,Circus Flohcati,6.63
1987,Pagan: Fate of Roanoke,8.34
1988,"Run, Fight, or Die!",6.85
1989,Cabo,7.09
1990,Gloom,6.33
1991,Android: Infiltration,6.52
1992,Mini Rails,6.94
1993,The Ark of the Covenant,6.95
1994,Hearts,6.47
1995,Taco Cat Goat Cheese Pizza,6.75
1996,Court of the Dead: Mourners Call,7.73
1997,Codenames: Deep Undercover,6.58
1998,BattleTech: Introductory Box Set,7.64
1999,Cinque Terre,7.04
2000,Conquest of Paradise,6.95
